Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,S,NURS,578,,943,Family Nurse Practitioner Consolidated Practicum,,15,99.5,100.0,99.0,100.0,100.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
UBCV,2023,S,NURS,586,E,941,Specialized Domains of Nursing Practice,Heidi Mannis,9,88.0,89.0,87.0,91.0,92.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0
UBCV,2023,S,NURS,595,,941,Scholarly Practice Advancement Research Project (SPAR),,17,81.7,80.0,77.5,85.0,90.0,75.0,,,,,,,,,,,
UBCV,2023,S,NURS,596,,941,Culminating Project,,41,91.8,92.0,90.5,92.5,96.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
UBCV,2023,S,NURS,596,,942,Culminating Project,,7,91.6,92.0,91.0,92.0,95.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
UBCV,2023,S,NURS,599,,941,Master's Thesis,,14,87.0,87.0,87.0,87.0,87.0,87.0,,,,,,,,,,,
UBCV,2023,S,EDST,493,,93Q,Introduction to the Study of Higher Education,Lisa Brunner,27,84.26,84.0,80.0,90.0,98.0,65.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,7.0,4.0,9.0
UBCV,2023,S,EDST,508,A,941,Review of Research in Educational Studies,Amy Metcalfe,13,79.6,88.0,85.75,89.5,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
UBCV,2023,S,EDST,508,A,951,Review of Research in Educational Studies,Mark Edwards,9,93.44,93.0,92.0,94.0,96.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
UBCV,2023,S,EDST,514,,941,Adult Education Program Planning Theory,Kapil Regmi,23,90.17,90.0,90.0,91.0,91.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0
UBCV,2023,S,EDST,520,,941,Perspectives on Adult Education Practice,Kari Grain,14,91.29,91.0,90.0,92.0,95.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
UBCV,2023,S,EDST,526,,951,Advanced Study of Educational Organizations,Sabre Lynn Cherkowski,17,89.06,89.0,88.0,90.0,92.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0
UBCV,2023,S,EDST,528,,951,"Social Movements, Political Learning and Popular Education",Kapil Regmi,15,90.13,90.0,90.0,91.0,91.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
UBCV,2023,S,EDST,532,,941,Leadership in Educational Organizations,Monica Pamer,20,93.68,94.0,93.0,94.5,95.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
UBCV,2023,S,EDST,536,,941,Higher Education Systems in Canada,Sharon Rebekah Stein,20,94.75,97.0,95.75,98.0,99.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
UBCV,2023,S,EDST,542,,971,Fostering Learning in Practice,,13,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
UBCV,2023,S,EDST,557,,971,Professional Ethics and School Leadership,Samuel Rocha Perkerwicz,12,94.5,95.0,93.0,95.25,97.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
UBCV,2023,S,EDST,558,,96A,Antiracism Education,Handel Wright,12,87.0,88.0,86.75,88.0,90.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0
UBCV,2023,S,EDST,565,A,97A,Special Course in Subject Matter Field,Lynne Tomlinson,14,86.0,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
UBCV,2023,S,EDST,565,A,941,Special Course in Subject Matter Field,Hongxia Shan,18,90.65,91.0,89.0,93.0,94.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0
UBCV,2023,S,EDST,565,B,971,Special Course in Subject Matter Field,Elaine Decker,17,95.38,95.5,94.0,96.25,98.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
UBCV,2023,S,EDST,572,,941,"Research, Writing, and Representation",Samuel Rocha Perkerwicz,11,91.78,92.0,91.0,94.0,95.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
UBCV,2023,S,EDST,577,,951,"Social Contexts of Educational Policy, Politics and Practice",Denise Lyn Daniels,8,95.0,96.0,93.25,98.0,99.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
UBCV,2023,S,EDST,583,A,941,Advanced Seminar in Educational Studies,Amy Metcalfe,18,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
UBCV,2023,S,EDST,591,,96A,Indigenous Epistemology and Curriculum,Verna Billy-Minnabarriet,23,95.0,95.0,93.0,96.5,99.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
UBCV,2023,S,EDST,591,,971,Indigenous Epistemology and Curriculum,Cash Ahenakew,16,95.13,95.0,94.75,96.0,97.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
UBCV,2023,S,EDST,595,,951,Philosophical Research in Education,Samuel Rocha Perkerwicz,11,88.09,89.0,87.0,93.5,94.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0
UBCV,2023,S,EDST,599,C,941,Master's Thesis,,13,89.5,90.0,89.5,90.0,90.0,88.0,,,,,,,,,,,
UBCV,2023,S,PHYS,100,,981,Introductory Physics,Jonathan Massey Allard,140,74.0,77.0,69.0,84.0,96.0,0.0,11.0,0.0,2.0,9.0,6.0,17.0,13.0,18.0,22.0,15.0,15.0
UBCV,2023,S,PHYS,118,,952,"Electricity, Light and Radiation",Marina Litinskaya,210,77.5,80.0,70.0,90.0,100.0,27.0,11.0,6.0,5.0,7.0,7.0,21.0,31.0,13.0,32.0,21.0,54.0
UBCV,2023,S,PHYS,118,,V01,"Electricity, Light and Radiation",Georg Rieger,23,75.5,74.5,68.3,84.8,94.0,50.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,3.0,2.0,3.0,3.0
UBCV,2023,S,PHYS,119,,L01,Experimental Physics Lab I,Joss Ives,26,83.3,84.5,74.3,92.8,97.0,65.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,1.0,1.0,12.0
UBCV,2023,S,PHYS,119,,L02,Experimental Physics Lab I,Joss Ives,35,87.1,87.5,84.0,91.0,96.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,12.0
UBCV,2023,S,PHYS,131,,921,Energy and Waves (Lecture),Amali Priyanka Jambuge,165,85.1,87.0,81.0,93.0,100.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,10.0,16.0,21.0,40.0,63.0
UBCV,2023,S,PHYS,250,,941,Introduction to Modern Physics,Thomas Mattison,76,87.0,87.0,83.8,91.0,98.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,18.0,22.0,30.0
UBCV,2023,S,FRST,150,,921,Scholarly Writing and Argumentation in Forestry,Duff Roberts,29,81.79,84.0,79.0,86.25,92.0,60.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,7.0,11.0,2.0
UBCV,2023,S,FRST,231,,922,Introduction to Biometrics,Flora Krivak-Tetley,60,81.94,84.0,75.0,93.0,100.0,40.0,1.0,2.0,1.0,1.0,3.0,1.0,9.0,4.0,7.0,7.0,17.0
UBCV,2023,S,FRST,307,,921,Biotic Disturbances,Shannon Guichon,29,83.61,84.0,75.75,92.0,100.0,62.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,5.0,4.0,10.0
UBCV,2023,S,FRST,318,,921,Forest and Conservation Economics,Kurt Niquidet,40,72.8,72.5,66.75,78.0,91.0,58.0,0.0,0.0,2.0,5.0,4.0,5.0,9.0,7.0,4.0,3.0,1.0
UBCV,2023,S,FRST,395,,921,Forest Wildlife Ecology and Management,Cheng Chen;Cindy Meliza Hurtado Martinez,40,88.19,90.0,83.0,94.0,97.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,8.0,19.0
UBCV,2023,S,FRST,425,,922,Forest Planning,Valentine Marie Adelaide Lafond,7,89.57,90.0,85.5,93.5,96.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
UBCV,2023,S,FRST,449,C,922,Directed Studies in Forestry,Sheri Andrews-Key,14,97.36,99.5,96.25,100.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
UBCV,2023,S,FRST,456,,921,The Role of Natural and Planted Forests in the Global Bioeconomy,Andres Varhola Troya,8,92.5,93.0,90.75,94.5,97.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
UBCV,2023,S,FRST,526,C,922,Directed Studies in International Forestry,James Langston,13,85.38,85.0,81.0,90.0,93.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0
UBCV,2023,S,FRST,548,B,921,Major Essay,,13,90.0,88.0,87.5,91.5,95.0,87.0,,,,,,,,,,,
UBCV,2023,S,FRST,555,,101,Fundamentals of Sustainable Forest Land Management,Kenneth Byrne,18,91.83,92.0,90.0,95.0,96.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0
UBCV,2023,S,FREN,101,,921,Beginners' French I,Soline Milet,44,80.4,84.0,79.5,88.0,94.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,13.0,10.0,7.0
UBCV,2023,S,FREN,101,,922,Beginners' French I,Joyce Lubert,26,84.77,86.0,77.75,91.75,96.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,9.0
UBCV,2023,S,FREN,101,,923,Beginners' French I,Annick Pellegrin,13,79.82,84.0,73.0,86.0,92.0,63.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0
UBCV,2023,S,FREN,101,,924,Beginners' French I,Sylvia Bascou Vallarino,26,83.74,87.0,80.0,90.0,94.0,56.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,8.0
UBCV,2023,S,FREN,102,,921,Beginners' French II,Caitlin Midgley,22,83.55,85.0,81.0,86.0,91.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,11.0,2.0
UBCV,2023,S,FREN,102,,923,Beginners' French II,Zoe Nassehi,31,70.07,77.0,55.0,85.0,92.0,13.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,8.0,2.0
UBCV,2023,S,FREN,201,,921,Elementary French I,Cecile Ollivier-Budisa,33,79.0,82.5,70.25,90.0,94.0,51.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,6.0,9.0
UBCV,2023,S,FREN,201,,922,Elementary French I,Sylvia Bascou Vallarino,40,83.5,84.0,76.5,92.0,100.0,60.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,13.0
UBCV,2023,S,FREN,201,,923,Elementary French I,Mathilda Poulenay,19,79.41,79.0,69.0,90.0,98.0,66.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,5.0
UBCV,2023,S,FREN,202,,921,Elementary French II,Juliet O'Brien,23,79.55,81.0,73.0,87.75,92.0,60.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,4.0,6.0,3.0
UBCV,2023,S,FREN,202,,922,Elementary French II,Juliet O'Brien,35,78.94,85.0,73.0,87.0,94.0,23.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,3.0,3.0,11.0,6.0
UBCV,2023,S,FREN,202,,923,Elementary French II,Somayeh Kamranian,17,81.71,83.0,78.0,86.0,94.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0
UBCV,2023,S,FREN,301,,921,Intermediate French I,Zoe Nassehi,23,79.48,81.0,77.0,87.0,96.0,44.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,3.0
UBCV,2023,S,FREN,302,,921,Intermediate French II,Nicholas Bartlett,20,75.89,78.0,70.0,83.0,86.0,60.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,6.0,2.0,0.0
UBCV,2023,S,FREN,341,,921,"Arts, Cultures and Society from Romanticism to the Present Day",Vincent Gelinas-Lemaire,7,83.5,84.0,78.75,87.75,89.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
UBCV,2023,S,FREN,401,,921,Upper-Intermediate French I,Julie le Hegarat,14,79.5,80.5,73.0,86.0,96.0,59.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0
UBCV,2023,S,FREN,402,,921,Upper-Intermediate French II,Julie le Hegarat,12,83.9,87.5,83.0,89.0,92.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0
UBCV,2023,S,FREN,420,,921,Selected Topics in French Literature and Culture,Caroline Lebrec,11,87.64,90.0,83.0,92.0,95.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0
UBCV,2023,S,ANTH,100,B,921,Introduction to Cultural Anthropology,David Ryniker,17,70.76,71.0,65.0,77.0,92.0,50.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
UBCV,2023,S,ANTH,206,,921,"Witches, Vampires, and Zombies: Anthropology of the Supernatural",Kate Kingsbury,178,72.53,74.0,68.0,79.0,93.0,0.0,6.0,5.0,3.0,11.0,17.0,19.0,33.0,33.0,25.0,15.0,2.0
UBCV,2023,S,ANTH,315,,922,Japanese Culture and Society,Simon Nantais,47,74.42,76.0,71.0,82.0,87.0,18.0,1.0,0.0,1.0,0.0,4.0,7.0,9.0,7.0,13.0,3.0,0.0
UBCV,2023,S,ANTH,403,G,921,Ethnography of Special Areas,Sabina Magliocco,11,88.73,89.0,87.0,90.5,92.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0
UBCV,2023,S,ANTH,480,B,1,Urban Ethnographic Field School (UEFS),Patrick Moore,8,84.88,84.5,83.75,86.0,89.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
UBCV,2023,S,ANTH,518,A,922,Museum Methods,Jill Baird,17,89.35,90.0,86.0,92.0,95.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0
UBCV,2023,S,FIST,100,,921,Introduction to Film Studies,Christine Evans,72,74.7,80.0,71.0,84.0,93.0,0.0,4.0,1.0,4.0,2.0,2.0,5.0,3.0,10.0,21.0,10.0,7.0
UBCV,2023,S,FIST,300,,1,Cult Cinema,Ernest Mathijs,49,88.19,90.0,86.0,92.0,98.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,11.0,27.0
UBCV,2023,S,FIST,434,C,1,Studies in Film,Mila Zuo,15,86.4,87.0,84.0,89.0,92.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0
UBCV,2023,S,FIST,549,A,921,Thesis,Lisa Coulthard;Ernest Mathijs;Mila Zuo,6,87.0,87.0,87.0,87.0,87.0,87.0,,,,,,,,,,,
UBCV,2023,S,ELEC,281,,942,Technical Communication,Hartaj Sanghara,23,72.78,73.0,72.0,76.0,81.0,46.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,7.0,1.0,0.0,0.0
UBCV,2023,S,ELEC,291,,941,Electrical Engineering Design Studio I,Saloome Motavas,11,84.0,85.0,80.5,87.0,91.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0
UBCV,2023,S,ELEC,341,,941,Systems and Control,Siamak Najarian,74,75.71,75.0,66.0,85.0,100.0,50.0,0.0,2.0,3.0,8.0,7.0,10.0,10.0,2.0,12.0,8.0,11.0
UBCV,2023,S,ELEC,391,,941,Electrical Engineering Design Studio II,Cristian Sorin Grecu;Paul Lusina,36,77.0,78.0,75.0,81.75,91.0,52.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,8.0,8.0,5.0,1.0
UBCV,2023,S,ELEC,481,,941,Economic Analysis of Engineering Projects,Jeffrey Carmichael,108,77.92,80.0,71.0,85.0,96.0,51.0,0.0,2.0,4.0,7.0,2.0,14.0,7.0,11.0,31.0,21.0,7.0
UBCV,2023,S,ELEC,491,S,943,Electrical Engineering Capstone Design Project,Terry Lee;Paul Lusina,13,75.46,78.0,73.0,84.0,85.0,42.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0
UBCV,2023,S,FMST,210,,801,Family Context of Human Development,Rafael Wainer,89,76.77,78.0,75.0,82.5,94.0,22.0,3.0,0.0,2.0,0.0,4.0,2.0,15.0,25.0,24.0,11.0,1.0
UBCV,2023,S,FMST,210,,901,Family Context of Human Development,Kathleen Greaves,107,83.01,86.0,80.0,90.0,94.0,30.0,1.0,1.0,2.0,3.0,1.0,3.0,7.0,7.0,18.0,35.0,28.0
UBCV,2023,S,FMST,312,,801,Parent-child Relationships,Chelsea Freeborn,78,81.36,83.0,79.0,87.0,92.0,37.0,1.0,0.0,1.0,2.0,0.0,3.0,5.0,8.0,25.0,25.0,7.0
UBCV,2023,S,FMST,312,,901,Parent-child Relationships,Rafael Wainer,67,76.97,78.0,72.0,83.0,91.0,60.0,0.0,0.0,0.0,4.0,7.0,5.0,4.0,15.0,19.0,10.0,1.0
UBCV,2023,S,FMST,314,,801,Relationship Development,Alyssa Alexander,116,87.89,89.0,86.0,91.0,95.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.0,39.0,52.0
UBCV,2023,S,FMST,314,,901,Relationship Development,Anna Dawczyk,73,84.25,87.0,81.5,89.0,93.0,62.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,11.0,31.0,17.0
UBCV,2023,S,FMST,316,,801,Human Sexuality,Brandy Wiebe,37,71.29,72.0,64.0,79.0,94.0,51.0,0.0,3.0,2.0,3.0,5.0,4.0,6.0,3.0,4.0,4.0,1.0
UBCV,2023,S,FMST,316,,901,Human Sexuality,Kathleen Greaves,56,82.56,85.0,80.25,88.75,92.0,35.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,13.0,19.0,9.0
UBCV,2023,S,FMST,441,,801,Social Context of Child Development,Chelsea Freeborn,20,81.1,82.0,75.25,87.25,98.0,61.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,4.0,3.0
UBCV,2023,S,FNH,161,,921,Integrated Physiology for Human Nutrition II,Elizabeth Novak,26,77.08,76.0,71.0,85.0,96.0,54.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,2.0,4.0,4.0,3.0
UBCV,2023,S,FNH,200,,98B,Exploring Our Food,Anahita Madadi-Noee,54,84.15,84.0,80.0,91.0,100.0,41.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,16.0,9.0,17.0
UBCV,2023,S,FNH,200,,921,Exploring Our Food,Anahita Madadi-Noee,99,80.87,81.5,74.25,88.75,97.0,55.0,0.0,0.0,2.0,1.0,5.0,10.0,10.0,17.0,12.0,17.0,20.0
UBCV,2023,S,FNH,200,,942,Exploring Our Food,Judy Chuk Kwan Chan,110,81.48,83.5,78.0,88.0,96.0,53.0,0.0,2.0,2.0,3.0,4.0,5.0,9.0,13.0,22.0,30.0,20.0
UBCV,2023,S,FNH,250,,98A,Nutrition Concepts and Controversies,Elizabeth Novak,93,76.63,77.0,72.0,85.0,93.0,28.0,4.0,0.0,1.0,3.0,4.0,9.0,13.0,15.0,17.0,19.0,6.0
UBCV,2023,S,FNH,330,,951,Introduction to Wine Science I,Jonathan Martiniuk,80,79.26,82.0,71.0,88.0,98.0,52.0,0.0,2.0,1.0,2.0,6.0,9.0,8.0,4.0,17.0,17.0,11.0
UBCV,2023,S,FNH,355,,921,International Nutrition,Candice Rideout,246,80.7,82.0,77.0,86.0,93.0,29.0,1.0,0.0,2.0,4.0,10.0,13.0,22.0,38.0,60.0,72.0,21.0
UBCV,2023,S,URSY,530,,941,Urban Systems Engineering,Kwok Siu,9,84.56,86.0,81.0,87.0,91.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0
UBCV,2023,S,ECON,101,,921,Principles of Microeconomics,Michael Vaney,174,68.1,68.0,56.0,84.0,98.0,0.0,18.0,18.0,13.0,15.0,16.0,16.0,9.0,5.0,21.0,18.0,15.0
UBCV,2023,S,ECON,102,,921,Principles of Macroeconomics,Wai-Ching Alfred Kong,113,73.3,77.0,66.5,84.5,94.0,0.0,6.0,6.0,5.0,7.0,7.0,12.0,5.0,17.0,18.0,19.0,9.0
UBCV,2023,S,ECON,323,,921,Quantitative Economic Modelling with Data Science Applications,Philip Solimine,49,78.2,80.5,73.3,86.0,96.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,4.0,7.0,10.0,10.0,5.0
UBCV,2023,S,ECON,325,,921,Introduction to Empirical Economics,Emrul Hasan,87,75.5,76.0,67.0,85.0,96.0,46.0,2.0,3.0,3.0,3.0,10.0,6.0,12.0,9.0,12.0,12.0,9.0
UBCV,2023,S,ECON,345,,921,Money and Banking,Geoffrey Newman,50,75.3,75.5,66.0,86.3,98.0,42.0,2.0,1.0,4.0,2.0,2.0,3.0,7.0,2.0,8.0,2.0,9.0
UBCV,2023,S,ECON,350,,921,Public Finance Policy Topics,Wai-Ching Alfred Kong,33,73.5,76.5,68.0,85.3,96.0,8.0,2.0,2.0,1.0,2.0,0.0,5.0,2.0,5.0,3.0,4.0,6.0
UBCV,2023,S,ECON,355,,921,Introduction to International Trade,Michael Vaney,31,71.0,74.5,61.0,86.3,96.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,6.0
UBCV,2023,S,ECON,356,,951,Introduction to International Finance,Geoffrey Newman,40,79.3,84.5,71.3,88.0,96.0,55.0,0.0,0.0,2.0,5.0,0.0,2.0,4.0,2.0,3.0,10.0,8.0
UBCV,2023,S,ECON,364,B,941,"The Economics of Sustainable Development: Communities, Markets and Technology",Catherine Douglas,13,91.1,92.0,90.0,94.0,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0
UBCV,2023,S,ECON,367,,921,Economic Analysis of Law,Samuel Norris,75,76.9,80.0,71.3,89.5,100.0,9.0,4.0,0.0,1.0,5.0,3.0,6.0,9.0,8.0,13.0,6.0,19.0
UBCV,2023,S,ECON,371,,921,Economics of the Environment,Ratna Shrestha,79,75.8,77.0,68.0,87.0,98.0,0.0,3.0,1.0,7.0,3.0,4.0,5.0,8.0,9.0,10.0,12.0,15.0
UBCV,2023,S,ECON,441,,921,The Process of Economic Development,Javier Antonio Torres Gomez,28,81.3,84.0,75.0,88.0,96.0,63.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,4.0,6.0,6.0
UBCV,2023,S,ECON,594,,941,Applied Economics,Matthew Lowe,17,86.4,85.0,84.0,91.0,96.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,6.0
UBCV,2023,S,ECON,594,,942,Applied Economics,Thomas Lemieux,19,88.9,90.0,86.5,92.0,98.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,12.0
UBCV,2023,S,BIOL,111,,921,Introduction to Modern Biology,Donald Wong,117,79.0,82.0,74.8,87.0,97.0,30.0,2.0,2.0,4.0,3.0,7.0,5.0,10.0,18.0,18.0,25.0,18.0
UBCV,2023,S,BIOL,112,,921,Biology of the Cell,Karen Smith;Jared Taylor,135,76.0,78.0,68.5,85.3,98.0,41.0,10.0,0.0,5.0,6.0,12.0,8.0,15.0,15.0,24.0,19.0,18.0
UBCV,2023,S,BIOL,121,,921,"Genetics, Evolution and Ecology",Lynn Norman,122,78.8,80.5,72.0,88.8,100.0,30.0,4.0,3.0,1.0,5.0,9.0,7.0,12.0,13.0,16.0,23.0,25.0
UBCV,2023,S,BIOL,200,,921,Fundamentals of Cell Biology,Maryam Moussavi,119,72.4,73.0,68.0,79.0,89.0,23.0,4.0,0.0,3.0,9.0,12.0,20.0,21.0,21.0,17.0,10.0,0.0
UBCV,2023,S,BIOL,204,,951,Vertebrate Structure and Function,Queenie Hui;Nelly Saber,33,74.6,76.0,68.0,83.0,92.0,53.0,0.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,10.0,2.0,4.0
UBCV,2023,S,BIOL,230,,921,Fundamentals of Ecology,Rachel Wilson,35,86.0,88.0,82.0,91.0,97.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,10.0,14.0
UBCV,2023,S,BIOL,234,,951,Fundamentals of Genetics,Craig M S Berezowsky,72,67.1,69.0,54.0,81.0,100.0,0.0,10.0,8.0,3.0,3.0,7.0,7.0,7.0,3.0,7.0,6.0,8.0
UBCV,2023,S,BIOL,260,,921,Fundamentals of Physiology,Caitlin Donnelly;Chin Sun,70,81.7,84.5,80.0,90.0,96.0,17.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,17.0,13.0,20.0
UBCV,2023,S,BIOL,300,,951,Fundamentals of Biostatistics,Alireza Ghaseminejadtafreshi,89,84.4,88.0,76.3,94.0,100.0,56.0,0.0,0.0,2.0,3.0,4.0,3.0,9.0,6.0,6.0,18.0,35.0
UBCV,2023,S,BIOL,336,,951,Fundamentals of Evolutionary Biology,Alana Schick,66,79.8,79.0,73.0,87.0,94.0,51.0,0.0,1.0,0.0,1.0,2.0,8.0,6.0,16.0,10.0,10.0,11.0
UBCV,2023,S,BIOL,371,,921,Principles of Neurobiology I,Irene Ballagh,65,76.0,76.0,69.0,86.0,99.0,0.0,2.0,1.0,1.0,2.0,5.0,8.0,9.0,5.0,9.0,9.0,9.0
UBCV,2023,S,BIOL,448,D,2,Directed Studies in Biology,Gangamma Chowrira,8,95.1,95.0,95.0,96.5,98.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
UBCV,2023,S,RMST,390,,921,Barcelona,Anna Casas Aguilar,18,91.33,92.0,88.5,94.75,97.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0
UBCV,2023,S,HIST,220,A,921,History of Europe,Joshua Timmermann,59,73.8,78.5,73.0,83.3,93.0,0.0,4.0,3.0,0.0,0.0,1.0,5.0,6.0,11.0,13.0,8.0,5.0
